prod_type,genre,word,era,factor
Super,comedy,crime,during,0.008895917762182464
Super,comedy,death,during,0.008895917762182464
Super,comedy,negative_emotion,during,0.01383809429672828
Super,comedy,clothing,during,0.002569931797963823
Super,comedy,children,during,0.016111495502619352
Super,comedy,wedding,during,0.008994761292873382
Super,comedy,stealing,during,0.0042502718197094
Super,comedy,fight,during,0.011070475437382623
Independent,action,kill,pre,0.020154874297231357
Independent,action,negative_emotion,pre,0.024504084014002333
Independent,action,vehicle,pre,0.021215657154980375
Independent,action,family,pre,0.017715073724408614
Independent,action,leader,pre,0.01633605600933489
Independent,action,crime,pre,0.019942717725681552
Independent,action,death,pre,0.019518404582581944
Independent,action,war,pre,0.020685265726105868
Independent,action,children,pre,0.0168664474382094
Independent,action,prison,pre,0.016017821152010184
Independent,action,fight,pre,0.017927230295958416
Independent,action,kill,during,0.019361239119303635
Independent,action,negative_emotion,during,0.023297491039426525
Independent,action,vehicle,during,0.011680747567844343
Independent,action,family,during,0.019969278033794162
Independent,action,leader,during,0.015264976958525345
Independent,action,crime,during,0.021217357910906297
Independent,action,death,during,0.017409114183307733
Independent,action,war,during,0.017345110087045573
Independent,action,children,during,0.020161290322580645
Independent,action,prison,during,0.014464925755248336
Independent,action,fight,during,0.017057091653865847
Small,action,kill,pre,0.018916959850078675
Small,action,negative_emotion,pre,0.02289482523911391
Small,action,family,pre,0.014956773862772483
Small,action,vehicle,pre,0.014125841981507346
Small,action,weapon,pre,0.016123614376889486
Small,action,crime,pre,0.021816381733642132
Small,action,death,pre,0.016141293778618532
Small,action,war,pre,0.020136838569382812
Small,action,children,pre,0.013489383519261709
Small,action,prison,pre,0.015893782154411895
Small,action,fight,pre,0.019553418312324312
Small,action,kill,during,0.017954336061194943
Small,action,negative_emotion,during,0.022382917444120128
Small,action,family,during,0.017830459658875357
Small,action,vehicle,during,0.0114198558388368
Small,action,weapon,during,0.016429107857635045
Small,action,crime,during,0.020408637282151733
Small,action,death,during,0.016258777804445613
Small,action,war,during,0.020137657652077638
Small,action,children,during,0.01663040701140437
Small,action,prison,during,0.014903879654075147
Small,action,fight,during,0.017791748283150485
Big,action,kill,pre,0.017032414451120453
Big,action,vehicle,pre,0.017122669486062045
Big,action,war,pre,0.020552360813842544
Big,action,weapon,pre,0.017122669486062045
Big,action,leader,pre,0.016761649346295676
Big,action,crime,pre,0.01930168390108048
Big,action,military,pre,0.01799943268263751
Big,action,death,pre,0.01295804430232858
Big,action,negative_emotion,pre,0.018167049176100465
Big,action,prison,pre,0.015485185280693158
Big,action,fight,pre,0.018463601433765697
Big,action,kill,during,0.018234791781785303
Big,action,vehicle,during,0.01247945805136743
Big,action,war,during,0.021578913375768755
Big,action,weapon,during,0.016835427595461753
Big,action,leader,during,0.015744641152789042
Big,action,crime,during,0.018629484244594506
Big,action,military,during,0.01602451399005375
Big,action,death,during,0.01481890792183654
Big,action,negative_emotion,during,0.020229782775620923
Big,action,prison,during,0.015737464926192508
Big,action,fight,during,0.018399844993505516
Super,action,ship,pre,0.025787965616045846
Super,action,kill,pre,0.011938872970391595
Super,action,ocean,pre,0.02387774594078319
Super,action,negative_emotion,pre,0.018147086914995225
Super,action,sailing,pre,0.024355300859598854
Super,action,vehicle,pre,0.01766953199617956
Super,action,weapon,pre,0.013849092645654251
Super,action,leader,pre,0.014804202483285577
Super,action,crime,pre,0.009073543457497613
Super,action,water,pre,0.01766953199617956
Super,action,terrorism,pre,0.015281757402101241
Super,action,military,pre,0.014326647564469915
Super,action,death,pre,0.013849092645654251
Super,action,fight,pre,0.01002865329512894
Super,action,war,pre,0.02148997134670487
Super,action,prison,pre,0.010506208213944603
Super,action,beach,pre,0.019102196752626553
Super,action,swimming,pre,0.015759312320916905
Super,action,ship,during,0.012669076275291576
Super,action,kill,during,0.018668256511532585
Super,action,ocean,during,0.010433356932593061
Super,action,negative_emotion,during,0.01650706114692402
Super,action,sailing,during,0.010470618921638038
Super,action,vehicle,during,0.011104072735402615
Super,action,weapon,during,0.014569437716585311
Super,action,leader,during,0.01777396877445318
Super,action,crime,during,0.015091105563214965
Super,action,water,during,0.004732272608711853
Super,action,terrorism,during,0.006148228192420911
Super,action,military,during,0.01799754070872303
Super,action,death,during,0.015314677497484816
Super,action,fight,during,0.02004695010619667
Super,action,war,during,0.02384767298878414
Super,action,prison,during,0.012818124231471476
Super,action,beach,during,0.008048589633714647
Super,action,swimming,during,0.0038379848716324477
Independent,adventure,kill,pre,0.01836237586659172
Independent,adventure,vehicle,pre,0.02866779089376054
Independent,adventure,family,pre,0.017612891137343076
Independent,adventure,war,pre,0.016488664043470113
Independent,adventure,weapon,pre,0.010492786209480982
Independent,adventure,car,pre,0.016863406408094434
Independent,adventure,home,pre,0.015551808131909312
Independent,adventure,driving,pre,0.02023608768971332
Independent,adventure,leader,pre,0.013490725126475547
Independent,adventure,crime,pre,0.013490725126475547
Independent,adventure,military,pre,0.0099306726625445
Independent,adventure,death,pre,0.014052838673412029
Independent,adventure,negative_emotion,pre,0.020610830054337642
Independent,adventure,children,pre,0.021922428330522766
Independent,adventure,fight,pre,0.015739179314221474
Independent,adventure,kill,during,0.021318018105714008
Independent,adventure,vehicle,during,0.01265453129562932
Independent,adventure,family,during,0.01353061423148058
Independent,adventure,war,during,0.020149907524578993
Independent,adventure,weapon,during,0.01927382458872773
Independent,adventure,car,during,0.007787403874233427
Independent,adventure,home,during,0.00856614426165677
Independent,adventure,driving,during,0.010220967584931373
Independent,adventure,leader,during,0.01576949284532269
Independent,adventure,crime,during,0.015282780103183102
Independent,adventure,military,during,0.017034945974885623
Independent,adventure,death,during,0.014504039715759759
Independent,adventure,negative_emotion,during,0.02209675849313735
Independent,adventure,children,during,0.01625620558746228
Independent,adventure,fight,during,0.017813686362308966
Small,adventure,kill,pre,0.012155110458394526
Small,adventure,sailing,pre,0.01259256944661438
Small,adventure,vehicle,pre,0.015092335093584977
Small,adventure,family,pre,0.017123394681748585
Small,adventure,war,pre,0.013311252070118426
Small,adventure,vacation,pre,0.012623816517201512
Small,adventure,home,pre,0.014061181764209606
Small,adventure,animal,pre,0.013248757928944161
Small,adventure,leader,pre,0.011092710058432022
Small,adventure,military,pre,0.011467674905477612
Small,adventure,death,pre,0.010061556729056651
Small,adventure,negative_emotion,pre,0.01743586538761991
Small,adventure,children,pre,0.016779676905290128
Small,adventure,fight,pre,0.01462362903477799
Small,adventure,kill,during,0.0140114454495108
Small,adventure,sailing,during,0.008676389145283367
Small,adventure,vehicle,during,0.010780875023075504
Small,adventure,family,during,0.01838656082702603
Small,adventure,war,during,0.017297397083256415
Small,adventure,vacation,during,0.01124238508399483
Small,adventure,home,during,0.012331548827764445
Small,adventure,animal,during,0.008824072364777552
Small,adventure,leader,during,0.012331548827764445
Small,adventure,military,during,0.012682296474063135
Small,adventure,death,during,0.013697618608085656
Small,adventure,negative_emotion,during,0.018829610485508585
Small,adventure,children,during,0.016189772937050026
Small,adventure,fight,during,0.015709802473693926
Big,adventure,kill,pre,0.014881216532055265
Big,adventure,vehicle,pre,0.014851631608532291
Big,adventure,war,pre,0.018224312890151178
Big,adventure,family,pre,0.012899026656016095
Big,adventure,weapon,pre,0.014319102985118784
Big,adventure,home,pre,0.00967426999201207
Big,adventure,leader,pre,0.014052838673412029
Big,adventure,military,pre,0.01454098991154108
Big,adventure,death,pre,0.011804384485666104
Big,adventure,negative_emotion,pre,0.017144463181562677
Big,adventure,children,pre,0.012943404041300554
Big,adventure,fight,pre,0.01631608532291944
Big,adventure,kill,during,0.014418736619464004
Big,adventure,vehicle,during,0.010248738253071613
Big,adventure,war,during,0.01802127129063599
Big,adventure,family,during,0.01775473531257792
Big,adventure,weapon,during,0.011718985099779033
Big,adventure,home,during,0.01218327357768664
Big,adventure,leader,during,0.013404180315888123
Big,adventure,military,during,0.013541747272305192
Big,adventure,death,during,0.01314624227260612
Big,adventure,negative_emotion,during,0.01801267335585992
Big,adventure,children,during,0.016267292596318365
Big,adventure,fight,during,0.01589758140094749
Super,adventure,ship,pre,0.03695652173913044
Super,adventure,kill,pre,0.008695652173913044
Super,adventure,ocean,pre,0.035507246376811595
Super,adventure,sailing,pre,0.035507246376811595
Super,adventure,vehicle,pre,0.021014492753623187
Super,adventure,breaking,pre,0.013768115942028985
Super,adventure,war,pre,0.013043478260869565
Super,adventure,weapon,pre,0.010144927536231883
Super,adventure,family,pre,0.010869565217391304
Super,adventure,leader,pre,0.013768115942028985
Super,adventure,water,pre,0.02608695652173913
Super,adventure,military,pre,0.010869565217391304
Super,adventure,death,pre,0.010144927536231883
Super,adventure,fight,pre,0.004347826086956522
Super,adventure,negative_emotion,pre,0.016666666666666666
Super,adventure,beach,pre,0.02826086956521739
Super,adventure,swimming,pre,0.02391304347826087
Super,adventure,ship,during,0.012889240413627443
Super,adventure,kill,during,0.015730732050268037
Super,adventure,ocean,during,0.009959867592348478
Super,adventure,sailing,during,0.010516448428391481
Super,adventure,vehicle,during,0.011248791633711222
Super,adventure,breaking,during,0.00738201950962299
Super,adventure,war,during,0.01953891671793069
Super,adventure,weapon,during,0.012391247034010018
Super,adventure,family,during,0.013768052260011132
Super,adventure,leader,during,0.01552567595277851
Super,adventure,water,during,0.005067814980812608
Super,adventure,military,during,0.015291326127076193
Super,adventure,death,during,0.013152883967542548
Super,adventure,fight,during,0.017107537276269152
Super,adventure,negative_emotion,during,0.015818613234906406
Super,adventure,beach,during,0.00817295017136831
Super,adventure,swimming,during,0.003837478395875443
