,dvd_era,region,genres,count,total,prop
88,pre,Southern Asia,mystery,0,38,0.0
89,pre,Southern Asia,romance,7,38,0.18421052631578946
90,pre,Southern Asia,science fiction,0,38,0.0
91,pre,Southern Asia,thriller,2,38,0.05263157894736842
92,pre,Southern Asia,tv movie,0,38,0.0
93,pre,Southern Asia,war,0,38,0.0
94,pre,Southern Asia,western,0,38,0.0
95,pre,UK,action,42,542,0.07749077490774908
96,pre,UK,adventure,54,542,0.0996309963099631
97,pre,UK,animation,10,542,0.01845018450184502
98,pre,UK,comedy,48,542,0.08856088560885608
99,pre,UK,crime,23,542,0.042435424354243544
100,pre,UK,documentary,0,542,0.0
101,pre,UK,drama,103,542,0.1900369003690037
102,pre,UK,family,21,542,0.03874538745387454
103,pre,UK,fantasy,28,542,0.05166051660516605
104,pre,UK,history,21,542,0.03874538745387454
105,pre,UK,horror,27,542,0.04981549815498155
106,pre,UK,music,13,542,0.023985239852398525
107,pre,UK,mystery,17,542,0.03136531365313653
108,pre,UK,romance,32,542,0.05904059040590406
109,pre,UK,science fiction,35,542,0.06457564575645756
110,pre,UK,thriller,43,542,0.07933579335793357
111,pre,UK,tv movie,1,542,0.0018450184501845018
112,pre,UK,war,23,542,0.042435424354243544
113,pre,UK,western,1,542,0.0018450184501845018
114,during,Eastern Asia,action,159,862,0.18445475638051045
115,during,Eastern Asia,adventure,63,862,0.07308584686774942
116,during,Eastern Asia,animation,22,862,0.025522041763341066
117,during,Eastern Asia,comedy,41,862,0.04756380510440835
118,during,Eastern Asia,crime,47,862,0.054524361948955914
119,during,Eastern Asia,documentary,1,862,0.001160092807424594
120,during,Eastern Asia,drama,168,862,0.19489559164733178
121,during,Eastern Asia,family,19,862,0.022041763341067284
122,during,Eastern Asia,fantasy,35,862,0.04060324825986079
123,during,Eastern Asia,history,38,862,0.04408352668213457
124,during,Eastern Asia,horror,40,862,0.04640371229698376
125,during,Eastern Asia,music,1,862,0.001160092807424594
126,during,Eastern Asia,mystery,24,862,0.027842227378190254
127,during,Eastern Asia,romance,41,862,0.04756380510440835
128,during,Eastern Asia,science fiction,47,862,0.054524361948955914
129,during,Eastern Asia,thriller,91,862,0.10556844547563805
130,during,Eastern Asia,tv movie,0,862,0.0
131,during,Eastern Asia,war,21,862,0.024361948955916472
132,during,Eastern Asia,western,4,862,0.004640371229698376
133,during,Europe,action,283,3168,0.08933080808080808
134,during,Europe,adventure,168,3168,0.05303030303030303
135,during,Europe,animation,45,3168,0.014204545454545454
136,during,Europe,comedy,298,3168,0.09406565656565656
137,during,Europe,crime,210,3168,0.06628787878787878
138,during,Europe,documentary,15,3168,0.004734848484848485
139,during,Europe,drama,740,3168,0.2335858585858586
140,during,Europe,family,66,3168,0.020833333333333332
141,during,Europe,fantasy,117,3168,0.036931818181818184
142,during,Europe,history,87,3168,0.027462121212121212
143,during,Europe,horror,167,3168,0.052714646464646464
144,during,Europe,music,21,3168,0.006628787878787879
145,during,Europe,mystery,147,3168,0.04640151515151515
146,during,Europe,romance,209,3168,0.06597222222222222
147,during,Europe,science fiction,102,3168,0.032196969696969696
148,during,Europe,thriller,385,3168,0.12152777777777778
149,during,Europe,tv movie,4,3168,0.0012626262626262627
150,during,Europe,war,95,3168,0.029987373737373736
151,during,Europe,western,6,3168,0.001893939393939394
152,during,North America,action,822,8606,0.09551475714617709
153,during,North America,adventure,535,8606,0.062165930745991166
154,during,North America,animation,169,8606,0.019637462235649546
155,during,North America,comedy,1208,8606,0.14036718568440623
156,during,North America,crime,533,8606,0.061933534743202415
157,during,North America,documentary,32,8606,0.0037183360446200325
158,during,North America,drama,1423,8606,0.16534975598419707
159,during,North America,family,369,8606,0.04287706251452475
160,during,North America,fantasy,327,8606,0.037996746455960954
161,during,North America,history,103,8606,0.01196839414362073
162,during,North America,horror,501,8606,0.05821519869858238
163,during,North America,music,87,8606,0.010109226121310714
164,during,North America,mystery,335,8606,0.038926330467115966
165,during,North America,romance,615,8606,0.07146177085754125
166,during,North America,science fiction,383,8606,0.044503834534046015
167,during,North America,thriller,987,8606,0.11468742737624912
168,during,North America,tv movie,48,8606,0.005577504066930049
169,during,North America,war,81,8606,0.009412038112944457
170,during,North America,western,38,8606,0.004415524052986289
171,during,Oceania,action,28,278,0.10071942446043165
172,during,Oceania,adventure,25,278,0.08992805755395683
173,during,Oceania,animation,8,278,0.02877697841726619
174,during,Oceania,comedy,31,278,0.11151079136690648
175,during,Oceania,crime,9,278,0.03237410071942446
176,during,Oceania,documentary,2,278,0.007194244604316547
177,during,Oceania,drama,49,278,0.17625899280575538
178,during,Oceania,family,14,278,0.050359712230215826
179,during,Oceania,fantasy,16,278,0.05755395683453238
180,during,Oceania,history,3,278,0.01079136690647482
181,during,Oceania,horror,19,278,0.0683453237410072
182,during,Oceania,music,2,278,0.007194244604316547
183,during,Oceania,mystery,11,278,0.039568345323741004
184,during,Oceania,romance,16,278,0.05755395683453238
185,during,Oceania,science fiction,12,278,0.04316546762589928
186,during,Oceania,thriller,25,278,0.08992805755395683
187,during,Oceania,tv movie,1,278,0.0035971223021582736
188,during,Oceania,war,5,278,0.017985611510791366
189,during,Oceania,western,2,278,0.007194244604316547
190,during,Southern Asia,action,85,517,0.1644100580270793
191,during,Southern Asia,adventure,18,517,0.03481624758220503
192,during,Southern Asia,animation,3,517,0.005802707930367505
193,during,Southern Asia,comedy,74,517,0.14313346228239845
194,during,Southern Asia,crime,39,517,0.07543520309477757
195,during,Southern Asia,documentary,1,517,0.0019342359767891683
196,during,Southern Asia,drama,128,517,0.24758220502901354
197,during,Southern Asia,family,13,517,0.025145067698259187
198,during,Southern Asia,fantasy,7,517,0.013539651837524178
199,during,Southern Asia,history,6,517,0.01160541586073501
200,during,Southern Asia,horror,4,517,0.007736943907156673
201,during,Southern Asia,music,7,517,0.013539651837524178
202,during,Southern Asia,mystery,3,517,0.005802707930367505
203,during,Southern Asia,romance,76,517,0.1470019342359768
204,during,Southern Asia,science fiction,7,517,0.013539651837524178
205,during,Southern Asia,thriller,39,517,0.07543520309477757
206,during,Southern Asia,tv movie,0,517,0.0
207,during,Southern Asia,war,3,517,0.005802707930367505
208,during,Southern Asia,western,2,517,0.0038684719535783366
209,during,UK,action,131,1469,0.08917631041524847
210,during,UK,adventure,108,1469,0.07351940095302927
211,during,UK,animation,24,1469,0.016337644656228726
212,during,UK,comedy,146,1469,0.09938733832539143
213,during,UK,crime,100,1469,0.06807351940095303
214,during,UK,documentary,8,1469,0.005445881552076242
215,during,UK,drama,300,1469,0.2042205582028591
216,during,UK,family,47,1469,0.031994554118447927
217,during,UK,fantasy,58,1469,0.039482641252552755
218,during,UK,history,42,1469,0.02859087814840027
219,during,UK,horror,56,1469,0.0381211708645337
220,during,UK,music,16,1469,0.010891763104152484
221,during,UK,mystery,54,1469,0.03675970047651463
222,during,UK,romance,124,1469,0.08441116405718176
223,during,UK,science fiction,43,1469,0.029271613342409804
224,during,UK,thriller,171,1469,0.11640571817562968
225,during,UK,tv movie,1,1469,0.0006807351940095302
226,during,UK,war,34,1469,0.02314499659632403
227,during,UK,western,5,1469,0.0034036759700476512
