release_year,region,count,total,prop
1995,Europe,227,1201,0.18900915903413823
1995,North America,664,1201,0.5528726061615321
1995,Oceania,16,1201,0.013322231473771857
1995,Russia,1,1201,0.0008326394671107411
1995,Southeast Asia,1,1201,0.0008326394671107411
1995,Southern Asia,76,1201,0.06328059950041633
1995,UK,105,1201,0.08742714404662781
1995,Western Asia,3,1201,0.002497918401332223
1996,Africa,6,1179,0.005089058524173028
1996,Central Asia,2,1179,0.0016963528413910093
1996,Eastern Asia,76,1179,0.06446140797285835
1996,Europe,146,1179,0.12383375742154368
1996,North America,734,1179,0.6225614927905004
1996,Oceania,26,1179,0.02205258693808312
1996,Russia,7,1179,0.005937234944868533
1996,Southeast Asia,2,1179,0.0016963528413910093
1996,Southern Asia,65,1179,0.0551314673452078
1996,UK,107,1179,0.090754877014419
1996,Western Asia,8,1179,0.006785411365564037
1997,Africa,2,1321,0.001514004542013626
1997,Caribbean,1,1321,0.000757002271006813
1997,Eastern Asia,104,1321,0.07872823618470856
1997,Europe,226,1321,0.17108251324753973
1997,North America,726,1321,0.5495836487509462
1997,Oceania,24,1321,0.018168054504163512
1997,Russia,7,1321,0.005299015897047691
1997,South America,14,1321,0.010598031794095382
1997,Southeast Asia,4,1321,0.003028009084027252
1997,Southern Asia,77,1321,0.0582891748675246
1997,UK,129,1321,0.09765329295987887
1997,Western Asia,7,1321,0.005299015897047691
1998,Africa,2,1359,0.0014716703458425313
1998,Caribbean,3,1359,0.002207505518763797
1998,Central Asia,3,1359,0.002207505518763797
1998,Eastern Asia,124,1359,0.09124356144223694
1998,Europe,227,1359,0.1670345842531273
1998,North America,804,1359,0.5916114790286976
1998,Oceania,18,1359,0.013245033112582781
1998,Russia,5,1359,0.003679175864606328
1998,South America,5,1359,0.003679175864606328
1998,Southeast Asia,2,1359,0.0014716703458425313
1998,Southern Asia,53,1359,0.03899926416482708
1998,UK,101,1359,0.07431935246504782
1998,Western Asia,12,1359,0.008830022075055188
1999,Africa,7,1456,0.004807692307692308
1999,Caribbean,4,1456,0.0027472527472527475
1999,Eastern Asia,131,1456,0.08997252747252747
1999,Europe,258,1456,0.1771978021978022
1999,North America,776,1456,0.532967032967033
1999,Oceania,23,1456,0.015796703296703296
1999,Russia,11,1456,0.007554945054945055
1999,South America,4,1456,0.0027472527472527475
1999,Southeast Asia,15,1456,0.010302197802197802
1999,Southern Asia,93,1456,0.06387362637362637
1999,UK,126,1456,0.08653846153846154
1999,Western Asia,8,1456,0.005494505494505495
2000,Africa,6,1705,0.0035190615835777126
2000,Caribbean,2,1705,0.0011730205278592375
2000,Eastern Asia,165,1705,0.0967741935483871
2000,Europe,349,1705,0.20469208211143694
2000,North America,853,1705,0.5002932551319648
2000,Oceania,36,1705,0.021114369501466276
2000,Russia,4,1705,0.002346041055718475
2000,South America,20,1705,0.011730205278592375
2000,Southeast Asia,15,1705,0.008797653958944282
2000,Southern Asia,90,1705,0.05278592375366569
2000,UK,154,1705,0.09032258064516129
2000,Western Asia,11,1705,0.0064516129032258064
2001,Africa,2,1870,0.0010695187165775401
2001,Caribbean,8,1870,0.0042780748663101605
2001,Eastern Asia,179,1870,0.09572192513368984
2001,Europe,413,1870,0.22085561497326203
2001,North America,927,1870,0.49572192513368984
2001,Oceania,46,1870,0.02459893048128342
2001,Russia,2,1870,0.0010695187165775401
2001,South America,15,1870,0.008021390374331552
2001,Southeast Asia,16,1870,0.008556149732620321
2001,Southern Asia,104,1870,0.05561497326203209
2001,UK,140,1870,0.0748663101604278
2001,Western Asia,18,1870,0.009625668449197862
2002,Africa,12,2098,0.005719733079122974
2002,Caribbean,4,2098,0.0019065776930409914
2002,Central Asia,2,2098,0.0009532888465204957
2002,Eastern Asia,204,2098,0.09723546234509056
2002,Europe,434,2098,0.20686367969494757
2002,Middle East,1,2098,0.00047664442326024784
2002,North America,1029,2098,0.49046711153479505
2002,Oceania,55,2098,0.026215443279313633
2002,Russia,11,2098,0.005243088655862726
2002,South America,14,2098,0.00667302192564347
2002,Southeast Asia,18,2098,0.008579599618684462
2002,Southern Asia,131,2098,0.06244041944709247
2002,UK,166,2098,0.07912297426120114
2002,Western Asia,17,2098,0.008102955195424213
2003,Africa,13,2136,0.006086142322097378
2003,Caribbean,4,2136,0.0018726591760299626
2003,Eastern Asia,247,2136,0.11563670411985019
2003,Europe,430,2136,0.20131086142322097
2003,North America,941,2136,0.4405430711610487
2003,Oceania,57,2136,0.026685393258426966
2003,Russia,3,2136,0.0014044943820224719
2003,South America,16,2136,0.00749063670411985
2003,Southeast Asia,23,2136,0.010767790262172285
2003,Southern Asia,162,2136,0.07584269662921349
2003,UK,229,2136,0.10720973782771535
2003,Western Asia,11,2136,0.005149812734082397
2004,Africa,28,2153,0.013005109150023224
2004,Caribbean,4,2153,0.0018578727357176034
2004,Eastern Asia,239,2153,0.1110078959591268
2004,Europe,521,2153,0.24198792382721784
2004,North America,860,2153,0.3994426381792847
2004,Oceania,18,2153,0.008360427310729215
2004,Russia,9,2153,0.0041802136553646075
2004,South America,33,2153,0.015327450069670227
2004,Southeast Asia,36,2153,0.01672085462145843
2004,Southern Asia,157,2153,0.07292150487691593
2004,UK,229,2153,0.1063632141198328
2004,Western Asia,19,2153,0.008824895494658615
2005,Africa,15,2565,0.005847953216374269
2005,Caribbean,6,2565,0.0023391812865497076
2005,Central Asia,2,2565,0.0007797270955165692
2005,Eastern Asia,307,2565,0.11968810916179337
2005,Europe,521,2565,0.20311890838206628
2005,Middle East,7,2565,0.0027290448343079924
2005,North America,1139,2565,0.44405458089668615
2005,Oceania,48,2565,0.01871345029239766
2005,Russia,14,2565,0.005458089668615985
2005,South America,17,2565,0.006627680311890838
2005,Southeast Asia,38,2565,0.014814814814814815
2005,Southern Asia,199,2565,0.07758284600389864
2005,UK,236,2565,0.09200779727095516
2005,Western Asia,16,2565,0.006237816764132553
2006,Africa,28,2836,0.009873060648801129
2006,Caribbean,8,2836,0.0028208744710860366
2006,Eastern Asia,346,2836,0.12200282087447109
2006,Europe,542,2836,0.191114245416079
2006,Middle East,1,2836,0.0003526093088857546
2006,North America,1307,2836,0.46086036671368125
2006,Oceania,56,2836,0.019746121297602257
2006,Russia,27,2836,0.009520451339915375
2006,South America,24,2836,0.00846262341325811
2006,Southeast Asia,32,2836,0.011283497884344146
2006,Southern Asia,169,2836,0.05959097320169252
2006,UK,271,2836,0.0955571227080395
2006,Western Asia,25,2836,0.008815232722143865
2007,Africa,27,2578,0.01047323506594259
2007,Caribbean,8,2578,0.0031031807602792862
2007,Eastern Asia,249,2578,0.09658650116369279
2007,Europe,476,2578,0.18463925523661753
2007,North America,1276,2578,0.49495733126454616
2007,Oceania,53,2578,0.020558572536850273
2007,Russia,27,2578,0.01047323506594259
2007,South America,20,2578,0.007757951900698216
2007,Southeast Asia,43,2578,0.016679596586501165
2007,Southern Asia,155,2578,0.06012412723041117
2007,UK,223,2578,0.0865011636927851
2007,Western Asia,21,2578,0.008145849495733127
2008,Africa,30,2649,0.011325028312570781
2008,Caribbean,4,2649,0.0015100037750094375
2008,Eastern Asia,289,2649,0.10909777274443186
2008,Europe,514,2649,0.1940354850887127
2008,Middle East,1,2649,0.00037750094375235937
2008,North America,1251,2649,0.4722536806342016
2008,Oceania,36,2649,0.013590033975084938
2008,Russia,13,2649,0.004907512268780672
2008,South America,14,2649,0.005285013212533031
2008,Southeast Asia,26,2649,0.009815024537561345
2008,Southern Asia,201,2649,0.07587768969422423
2008,UK,237,2649,0.08946772366930918
2008,Western Asia,33,2649,0.01245753114382786
2009,Africa,20,2747,0.0072806698216235895
2009,Central Asia,3,2747,0.0010921004732435385
2009,Eastern Asia,305,2747,0.11103021477975973
2009,Europe,599,2747,0.2180560611576265
2009,Middle East,10,2747,0.0036403349108117948
2009,North America,1255,2747,0.45686203130688025
2009,Oceania,55,2747,0.02002184200946487
2009,Russia,12,2747,0.004368401892974154
2009,South America,31,2747,0.011285038223516564
2009,Southeast Asia,32,2747,0.011649071714597743
2009,Southern Asia,170,2747,0.06188569348380051
2009,UK,235,2747,0.08554787040407717
2009,Western Asia,20,2747,0.0072806698216235895
2010,Africa,23,2273,0.010118785745710514
2010,Caribbean,2,2273,0.0008798944126704796
2010,Eastern Asia,299,2273,0.1315442146942367
2010,Europe,422,2273,0.18565772107347117
2010,Middle East,10,2273,0.004399472063352398
2010,North America,1014,2273,0.4461064672239331
2010,Oceania,62,2273,0.027276726792784867
2010,Russia,5,2273,0.002199736031676199
2010,South America,32,2273,0.014078310602727673
2010,Southeast Asia,28,2273,0.012318521777386713
2010,Southern Asia,169,2273,0.07435107787065552
2010,UK,185,2273,0.08139023317201936
2010,Western Asia,22,2273,0.009678838539375276
2011,Africa,15,1835,0.008174386920980926
2011,Caribbean,3,1835,0.0016348773841961854
2011,Central America,3,1835,0.0016348773841961854
2011,Eastern Asia,164,1835,0.0893732970027248
2011,Europe,348,1835,0.1896457765667575
2011,Middle East,9,1835,0.004904632152588556
2011,North America,860,1835,0.46866485013623976
2011,Oceania,40,1835,0.021798365122615803
2011,Russia,15,1835,0.008174386920980926
2011,South America,8,1835,0.004359673024523161
2011,Southeast Asia,23,1835,0.012534059945504087
2011,Southern Asia,156,1835,0.08501362397820164
2011,UK,169,1835,0.09209809264305177
2011,Western Asia,22,1835,0.011989100817438692
2012,Africa,3,771,0.0038910505836575876
2012,Caribbean,1,771,0.0012970168612191958
2012,Eastern Asia,84,771,0.10894941634241245
2012,Europe,100,771,0.1297016861219196
2012,Middle East,3,771,0.0038910505836575876
2012,North America,389,771,0.5045395590142672
2012,Oceania,10,771,0.01297016861219196
2012,Russia,3,771,0.0038910505836575876
2012,South America,3,771,0.0038910505836575876
2012,Southeast Asia,6,771,0.007782101167315175
2012,Southern Asia,101,771,0.1309987029831388
2012,UK,68,771,0.08819714656290532
