prod_type,dvd_era,genres,count,total,prop
Big,pre,music,46,2884,0.0159500693481276
Big,pre,mystery,74,2884,0.02565880721220527
Big,pre,romance,209,2884,0.07246879334257975
Big,pre,science fiction,153,2884,0.05305131761442441
Big,pre,thriller,272,2884,0.09431345353675451
Big,pre,tv movie,2,2884,0.0006934812760055479
Big,pre,war,45,2884,0.015603328710124827
Big,pre,western,28,2884,0.009708737864077669
Big,during,action,506,5061,0.09998024105907924
Big,during,adventure,309,5061,0.06105512744516894
Big,during,animation,96,5061,0.01896858328393598
Big,during,comedy,706,5061,0.13949812290061253
Big,during,crime,337,5061,0.0665876309029836
Big,during,drama,881,5061,0.17407626951195415
Big,during,family,224,5061,0.04426002766251729
Big,during,fantasy,202,5061,0.039913060659948624
Big,during,history,106,5061,0.020944477376012644
Big,during,horror,182,5061,0.035961272475795295
Big,during,music,51,5061,0.01007705986959099
Big,during,mystery,210,5061,0.04149377593360996
Big,during,romance,406,5061,0.08022130013831259
Big,during,science fiction,186,5061,0.036751630112625965
Big,during,thriller,568,5061,0.11223078442995456
Big,during,tv movie,7,5061,0.0013831258644536654
Big,during,war,62,5061,0.012250543370875321
Big,during,western,22,5061,0.0043469670025686625
Big,post,action,355,3212,0.11052303860523038
Big,post,adventure,188,3212,0.058530510585305104
Big,post,animation,89,3212,0.027708592777085927
Big,post,comedy,410,3212,0.12764632627646327
Big,post,crime,208,3212,0.0647571606475716
Big,post,drama,629,3212,0.19582814445828145
Big,post,family,118,3212,0.036737235367372355
Big,post,fantasy,115,3212,0.035803237858032376
Big,post,history,139,3212,0.04327521793275218
Big,post,horror,128,3212,0.039850560398505604
Big,post,music,48,3212,0.014943960149439602
Big,post,mystery,99,3212,0.030821917808219176
Big,post,romance,171,3212,0.05323785803237858
Big,post,science fiction,99,3212,0.030821917808219176
Big,post,thriller,335,3212,0.10429638854296389
Big,post,tv movie,5,3212,0.001556662515566625
Big,post,war,63,3212,0.019613947696139476
Big,post,western,13,3212,0.004047322540473225
Super,pre,action,21,125,0.168
Super,pre,adventure,22,125,0.176
Super,pre,animation,2,125,0.016
Super,pre,comedy,9,125,0.072
Super,pre,crime,4,125,0.032
Super,pre,drama,12,125,0.096
Super,pre,family,5,125,0.04
Super,pre,fantasy,9,125,0.072
Super,pre,history,4,125,0.032
Super,pre,horror,1,125,0.008
Super,pre,music,1,125,0.008
Super,pre,mystery,2,125,0.016
Super,pre,romance,2,125,0.016
Super,pre,science fiction,12,125,0.096
Super,pre,thriller,12,125,0.096
Super,pre,tv movie,0,125,0.0
Super,pre,war,6,125,0.048
Super,pre,western,1,125,0.008
Super,during,action,210,1388,0.15129682997118155
Super,during,adventure,217,1388,0.1563400576368876
Super,during,animation,82,1388,0.059077809798270896
Super,during,comedy,143,1388,0.10302593659942363
Super,during,crime,44,1388,0.03170028818443804
Super,during,drama,108,1388,0.07780979827089338
Super,during,family,113,1388,0.0814121037463977
Super,during,fantasy,112,1388,0.08069164265129683
Super,during,history,31,1388,0.0223342939481268
Super,during,horror,12,1388,0.008645533141210375
Super,during,music,7,1388,0.005043227665706052
Super,during,mystery,29,1388,0.02089337175792507
Super,during,romance,43,1388,0.030979827089337175
Super,during,science fiction,88,1388,0.06340057636887608
Super,during,thriller,116,1388,0.08357348703170028
Super,during,tv movie,1,1388,0.0007204610951008645
Super,during,war,26,1388,0.018731988472622477
Super,during,western,6,1388,0.004322766570605188
Super,post,action,320,1835,0.17438692098092642
Super,post,adventure,290,1835,0.15803814713896458
Super,post,animation,103,1835,0.0561307901907357
Super,post,comedy,178,1835,0.09700272479564033
Super,post,crime,67,1835,0.03651226158038147
Super,post,drama,143,1835,0.0779291553133515
Super,post,family,136,1835,0.07411444141689373
Super,post,fantasy,153,1835,0.08337874659400545
Super,post,history,35,1835,0.01907356948228883
Super,post,horror,25,1835,0.013623978201634877
Super,post,music,13,1835,0.007084468664850136
Super,post,mystery,36,1835,0.019618528610354225
Super,post,romance,29,1835,0.01580381471389646
Super,post,science fiction,155,1835,0.08446866485013624
Super,post,thriller,122,1835,0.0664850136239782
Super,post,tv movie,1,1835,0.0005449591280653951
Super,post,war,22,1835,0.011989100817438692
Super,post,western,7,1835,0.0038147138964577656
