,dvd_era,region,genres,count,total,prop
166,during,North America,crime,746,13645,0.05467204104067424
167,during,North America,drama,2282,13645,0.1672407475265665
168,during,North America,family,500,13645,0.03664345914254306
169,during,North America,fantasy,448,13645,0.032832539391718575
170,during,North America,history,144,13645,0.0105533162330524
171,during,North America,horror,1255,13645,0.09197508244778307
172,during,North America,music,152,13645,0.011139611579333089
173,during,North America,mystery,495,13645,0.03627702455111763
174,during,North America,romance,897,13645,0.06573836570172224
175,during,North America,science fiction,603,13645,0.04419201172590693
176,during,North America,thriller,1595,13645,0.11689263466471235
177,during,North America,tv movie,132,13645,0.009673873213631367
178,during,North America,war,115,13645,0.008427995602784902
179,during,North America,western,65,13645,0.004763649688530597
180,during,Russia,action,41,466,0.08798283261802575
181,during,Russia,adventure,29,466,0.06223175965665236
182,during,Russia,animation,14,466,0.030042918454935622
183,during,Russia,comedy,73,466,0.15665236051502146
184,during,Russia,crime,22,466,0.04721030042918455
185,during,Russia,drama,108,466,0.2317596566523605
186,during,Russia,family,13,466,0.027896995708154508
187,during,Russia,fantasy,21,466,0.045064377682403435
188,during,Russia,history,21,466,0.045064377682403435
189,during,Russia,horror,12,466,0.02575107296137339
190,during,Russia,music,2,466,0.004291845493562232
191,during,Russia,mystery,12,466,0.02575107296137339
192,during,Russia,romance,40,466,0.08583690987124463
193,during,Russia,science fiction,15,466,0.032188841201716736
194,during,Russia,thriller,29,466,0.06223175965665236
195,during,Russia,tv movie,1,466,0.002145922746781116
196,during,Russia,war,9,466,0.019313304721030045
197,during,Russia,western,0,466,0.0
198,during,South America,action,21,403,0.052109181141439205
199,during,South America,adventure,23,403,0.05707196029776675
200,during,South America,animation,11,403,0.02729528535980149
201,during,South America,comedy,57,403,0.141439205955335
202,during,South America,crime,24,403,0.05955334987593052
203,during,South America,drama,104,403,0.25806451612903225
204,during,South America,family,10,403,0.02481389578163772
205,during,South America,fantasy,6,403,0.01488833746898263
206,during,South America,history,11,403,0.02729528535980149
207,during,South America,horror,22,403,0.05459057071960298
208,during,South America,music,7,403,0.017369727047146403
209,during,South America,mystery,10,403,0.02481389578163772
210,during,South America,romance,19,403,0.04714640198511166
211,during,South America,science fiction,14,403,0.034739454094292806
212,during,South America,thriller,39,403,0.0967741935483871
213,during,South America,tv movie,3,403,0.007444168734491315
214,during,South America,war,3,403,0.007444168734491315
215,during,South America,western,9,403,0.022332506203473945
216,during,Southern Asia,action,144,1023,0.14076246334310852
217,during,Southern Asia,adventure,22,1023,0.021505376344086023
218,during,Southern Asia,animation,6,1023,0.005865102639296188
219,during,Southern Asia,comedy,146,1023,0.14271749755620725
220,during,Southern Asia,crime,59,1023,0.05767350928641251
221,during,Southern Asia,drama,263,1023,0.2570869990224829
222,during,Southern Asia,family,28,1023,0.02737047898338221
223,during,Southern Asia,fantasy,13,1023,0.01270772238514174
224,during,Southern Asia,history,15,1023,0.01466275659824047
225,during,Southern Asia,horror,28,1023,0.02737047898338221
226,during,Southern Asia,music,8,1023,0.007820136852394917
227,during,Southern Asia,mystery,11,1023,0.010752688172043012
228,during,Southern Asia,romance,161,1023,0.1573802541544477
229,during,Southern Asia,science fiction,9,1023,0.008797653958944282
230,during,Southern Asia,thriller,89,1023,0.08699902248289346
231,during,Southern Asia,tv movie,2,1023,0.0019550342130987292
232,during,Southern Asia,war,8,1023,0.007820136852394917
233,during,Southern Asia,western,2,1023,0.0019550342130987292
234,during,UK,action,184,2185,0.08421052631578947
235,during,UK,adventure,151,2185,0.06910755148741418
236,during,UK,animation,29,2185,0.013272311212814645
237,during,UK,comedy,214,2185,0.09794050343249427
238,during,UK,crime,135,2185,0.06178489702517163
239,during,UK,drama,454,2185,0.20778032036613273
240,during,UK,family,60,2185,0.02745995423340961
241,during,UK,fantasy,87,2185,0.039816933638443935
242,during,UK,history,51,2185,0.02334096109839817
243,during,UK,horror,135,2185,0.06178489702517163
244,during,UK,music,33,2185,0.015102974828375287
245,during,UK,mystery,81,2185,0.037070938215102975
246,during,UK,romance,175,2185,0.08009153318077804
247,during,UK,science fiction,61,2185,0.027917620137299773
248,during,UK,thriller,262,2185,0.11990846681922197
249,during,UK,tv movie,8,2185,0.0036613272311212816
250,during,UK,war,46,2185,0.021052631578947368
251,during,UK,western,7,2185,0.003203661327231121
252,post,Eastern Asia,action,267,1512,0.1765873015873016
253,post,Eastern Asia,adventure,152,1512,0.10052910052910052
254,post,Eastern Asia,animation,67,1512,0.04431216931216931
255,post,Eastern Asia,comedy,112,1512,0.07407407407407407
256,post,Eastern Asia,crime,65,1512,0.04298941798941799
257,post,Eastern Asia,drama,238,1512,0.1574074074074074
258,post,Eastern Asia,family,55,1512,0.036375661375661374
259,post,Eastern Asia,fantasy,108,1512,0.07142857142857142
260,post,Eastern Asia,history,52,1512,0.03439153439153439
261,post,Eastern Asia,horror,40,1512,0.026455026455026454
262,post,Eastern Asia,music,16,1512,0.010582010582010581
263,post,Eastern Asia,mystery,48,1512,0.031746031746031744
264,post,Eastern Asia,romance,51,1512,0.03373015873015873
265,post,Eastern Asia,science fiction,62,1512,0.041005291005291
266,post,Eastern Asia,thriller,127,1512,0.083994708994709
267,post,Eastern Asia,tv movie,1,1512,0.0006613756613756613
268,post,Eastern Asia,war,37,1512,0.02447089947089947
269,post,Eastern Asia,western,3,1512,0.001984126984126984
270,post,Europe,action,346,6556,0.05277608297742526
271,post,Europe,adventure,317,6556,0.04835265405735204
272,post,Europe,animation,163,6556,0.024862721171446004
273,post,Europe,comedy,877,6556,0.1337705918242831
274,post,Europe,crime,266,6556,0.04057352043929225
275,post,Europe,drama,1817,6556,0.27715070164734595
276,post,Europe,family,225,6556,0.034319707138499085
277,post,Europe,fantasy,250,6556,0.03813300793166565
278,post,Europe,history,234,6556,0.03569249542403905
279,post,Europe,horror,321,6556,0.048962782184258695
280,post,Europe,music,88,6556,0.013422818791946308
281,post,Europe,mystery,240,6556,0.036607687614399025
282,post,Europe,romance,339,6556,0.05170835875533862
283,post,Europe,science fiction,198,6556,0.030201342281879196
284,post,Europe,thriller,641,6556,0.09777303233679073
285,post,Europe,tv movie,8,6556,0.0012202562538133007
286,post,Europe,war,136,6556,0.020744356314826115
287,post,Europe,western,34,6556,0.005186089078706529
288,post,North America,action,986,10493,0.093967406842657
289,post,North America,adventure,572,10493,0.05451253216430001
290,post,North America,animation,211,10493,0.020108643857809968
291,post,North America,comedy,1348,10493,0.12846659677880493
292,post,North America,crime,482,10493,0.04593538549509196
293,post,North America,drama,1915,10493,0.18250262079481558
294,post,North America,family,357,10493,0.03402268178785857
295,post,North America,fantasy,373,10493,0.03554750786238445
296,post,North America,history,153,10493,0.014581149337653674
297,post,North America,horror,1102,10493,0.1050223958829696
298,post,North America,music,122,10493,0.011626798818259792
299,post,North America,mystery,350,10493,0.0333555703802535
300,post,North America,romance,418,10493,0.03983608119698847
301,post,North America,science fiction,547,10493,0.05212999142285333
302,post,North America,thriller,1196,10493,0.11398074907080911
303,post,North America,tv movie,113,10493,0.010769084151338988
304,post,North America,war,81,10493,0.007719432002287239
305,post,North America,western,59,10493,0.005622796149814162
306,post,Russia,action,44,590,0.07457627118644068
307,post,Russia,adventure,42,590,0.0711864406779661
308,post,Russia,animation,12,590,0.020338983050847456
309,post,Russia,comedy,83,590,0.14067796610169492
310,post,Russia,crime,17,590,0.0288135593220339
311,post,Russia,drama,136,590,0.2305084745762712
312,post,Russia,family,23,590,0.03898305084745763
313,post,Russia,fantasy,26,590,0.04406779661016949
314,post,Russia,history,22,590,0.03728813559322034
315,post,Russia,horror,24,590,0.04067796610169491
316,post,Russia,music,8,590,0.013559322033898305
317,post,Russia,mystery,18,590,0.030508474576271188
318,post,Russia,romance,34,590,0.0576271186440678
319,post,Russia,science fiction,32,590,0.05423728813559322
320,post,Russia,thriller,49,590,0.08305084745762711
321,post,Russia,tv movie,1,590,0.001694915254237288
322,post,Russia,war,18,590,0.030508474576271188
323,post,Russia,western,0,590,0.0
324,post,South America,action,45,1040,0.04326923076923077
325,post,South America,adventure,38,1040,0.03653846153846154
326,post,South America,animation,28,1040,0.026923076923076925
327,post,South America,comedy,152,1040,0.14615384615384616
328,post,South America,crime,37,1040,0.035576923076923075
329,post,South America,drama,290,1040,0.27884615384615385
330,post,South America,family,23,1040,0.022115384615384617
331,post,South America,fantasy,42,1040,0.04038461538461539
332,post,South America,history,13,1040,0.0125
333,post,South America,horror,78,1040,0.075
334,post,South America,music,17,1040,0.016346153846153847
335,post,South America,mystery,46,1040,0.04423076923076923
336,post,South America,romance,47,1040,0.04519230769230769
337,post,South America,science fiction,36,1040,0.03461538461538462
338,post,South America,thriller,105,1040,0.10096153846153846
339,post,South America,tv movie,1,1040,0.0009615384615384616
340,post,South America,war,4,1040,0.0038461538461538464
341,post,South America,western,7,1040,0.006730769230769231
342,post,Southern Asia,action,213,1590,0.1339622641509434
343,post,Southern Asia,adventure,55,1590,0.03459119496855346
344,post,Southern Asia,animation,14,1590,0.00880503144654088
345,post,Southern Asia,comedy,213,1590,0.1339622641509434
346,post,Southern Asia,crime,92,1590,0.05786163522012579
347,post,Southern Asia,drama,378,1590,0.23773584905660378
348,post,Southern Asia,family,68,1590,0.042767295597484274
349,post,Southern Asia,fantasy,34,1590,0.021383647798742137
350,post,Southern Asia,history,41,1590,0.02578616352201258
351,post,Southern Asia,horror,31,1590,0.01949685534591195
352,post,Southern Asia,music,13,1590,0.008176100628930818
353,post,Southern Asia,mystery,42,1590,0.026415094339622643
354,post,Southern Asia,romance,165,1590,0.10377358490566038
355,post,Southern Asia,science fiction,16,1590,0.010062893081761006
356,post,Southern Asia,thriller,182,1590,0.11446540880503145
357,post,Southern Asia,tv movie,3,1590,0.0018867924528301887
358,post,Southern Asia,war,14,1590,0.00880503144654088
359,post,Southern Asia,western,0,1590,0.0
360,post,UK,action,150,1836,0.08169934640522876
361,post,UK,adventure,99,1836,0.05392156862745098
362,post,UK,animation,24,1836,0.013071895424836602
363,post,UK,comedy,203,1836,0.11056644880174292
364,post,UK,crime,89,1836,0.04847494553376906
365,post,UK,drama,368,1836,0.20043572984749455
366,post,UK,family,49,1836,0.026688453159041396
367,post,UK,fantasy,70,1836,0.03812636165577342
368,post,UK,history,64,1836,0.034858387799564274
369,post,UK,horror,177,1836,0.09640522875816994
370,post,UK,music,15,1836,0.008169934640522876
371,post,UK,mystery,79,1836,0.04302832244008715
372,post,UK,romance,87,1836,0.04738562091503268
373,post,UK,science fiction,82,1836,0.044662309368191724
374,post,UK,thriller,227,1836,0.12363834422657952
375,post,UK,tv movie,2,1836,0.0010893246187363835
376,post,UK,war,34,1836,0.018518518518518517
377,post,UK,western,9,1836,0.004901960784313725
