prod_type,genre,word,era,factor
Small,drama,crime,post,0.013911489741871669
Small,drama,death,post,0.02527041255862927
Small,drama,negative_emotion,post,0.015092051944736926
Small,drama,children,post,0.04125586292715612
Small,drama,wedding,post,0.02006955744870936
Small,drama,friends,pre,0.021281965006729475
Small,drama,youth,pre,0.01673956931359354
Small,drama,family,pre,0.03331090174966353
Small,drama,party,pre,0.01354306864064603
Small,drama,home,pre,0.016823687752355317
Small,drama,positive_emotion,pre,0.013458950201884253
Small,drama,leader,pre,0.014131897711978465
Small,drama,business,pre,0.015225437415881561
Small,drama,crime,pre,0.015393674293405114
Small,drama,death,pre,0.0226278600269179
Small,drama,negative_emotion,pre,0.014047779273216689
Small,drama,children,pre,0.03684387617765814
Small,drama,wedding,pre,0.01968371467025572
Big,drama,friends,during,0.017531827339363024
Big,drama,youth,during,0.013073856573363624
Big,drama,family,during,0.028719619357880748
Big,drama,home,during,0.015388572163401774
Big,drama,positive_emotion,during,0.015560032577478674
Big,drama,occupation,during,0.014574135196536499
Big,drama,leader,during,0.016417334647863175
Big,drama,business,during,0.013502507608555874
Big,drama,crime,during,0.017874748167516826
Big,drama,death,during,0.025076085558746623
Big,drama,war,during,0.01551716747395945
Big,drama,children,during,0.032577478674611
Big,drama,wedding,during,0.01826053409918985
Big,drama,fight,during,0.01414548416134425
Big,drama,friends,post,0.020073240200732402
Big,drama,youth,post,0.01566526515665265
Big,drama,family,post,0.027871965278719654
Big,drama,home,post,0.015190560151905601
Big,drama,positive_emotion,post,0.0177675301776753
Big,drama,occupation,post,0.00969754509697545
Big,drama,leader,post,0.011664180116641802
Big,drama,business,post,0.010646955106469552
Big,drama,crime,post,0.015529635155296352
Big,drama,death,post,0.023057100230571004
Big,drama,war,post,0.01973416519734165
Big,drama,children,post,0.033500610335006106
Big,drama,wedding,post,0.0173606401736064
Big,drama,fight,post,0.018716940187169403
Big,drama,friends,pre,0.017389112903225805
Big,drama,youth,pre,0.0114247311827957
Big,drama,family,pre,0.027301747311827957
Big,drama,home,pre,0.013860887096774193
Big,drama,positive_emotion,pre,0.014112903225806451
Big,drama,occupation,pre,0.017137096774193547
Big,drama,leader,pre,0.014196908602150537
Big,drama,business,pre,0.016801075268817203
Big,drama,crime,pre,0.021421370967741934
Big,drama,death,pre,0.02158938172043011
Big,drama,war,pre,0.017725134408602152
Big,drama,children,pre,0.029233870967741934
Big,drama,wedding,pre,0.016129032258064516
Big,drama,fight,pre,0.01839717741935484
Super,drama,kill,during,0.01878415300546448
Super,drama,competing,during,0.011270491803278689
Super,drama,government,during,0.01058743169398907
Super,drama,family,during,0.020150273224043717
Super,drama,leader,during,0.01912568306010929
Super,drama,crime,during,0.02151639344262295
Super,drama,death,during,0.024931693989071038
Super,drama,military,during,0.020833333333333332
Super,drama,school,during,0.0034153005464480873
Super,drama,heroic,during,0.014344262295081968
Super,drama,strength,during,0.009221311475409836
Super,drama,power,during,0.012978142076502733
Super,drama,war,during,0.031079234972677595
Super,drama,reading,during,0.005806010928961749
Super,drama,trust,during,0.011270491803278689
Super,drama,children,during,0.025273224043715847
Super,drama,fight,during,0.025956284153005466
Super,drama,kill,post,0.013325608342989572
Super,drama,competing,post,0.01477404403244496
Super,drama,government,post,0.010139049826187718
Super,drama,family,post,0.022595596755504054
Super,drama,leader,post,0.02549246813441483
Super,drama,crime,post,0.013904982618771726
Super,drama,death,post,0.01825028968713789
Super,drama,military,post,0.029837775202780997
Super,drama,school,post,0.004345307068366165
Super,drama,heroic,post,0.018829663962920046
Super,drama,strength,post,0.016222479721900347
Super,drama,power,post,0.015063731170336037
Super,drama,war,post,0.032155272305909616
Super,drama,reading,post,0.005504055619930475
Super,drama,trust,post,0.01216685979142526
Super,drama,children,post,0.021726535341830822
Super,drama,fight,post,0.028389339513325607
Super,drama,kill,pre,0.01904761904761905
Super,drama,competing,pre,0.0380952380952381
Super,drama,government,pre,0.01904761904761905
Super,drama,family,pre,0.0031746031746031746
Super,drama,leader,pre,0.025396825396825397
Super,drama,crime,pre,0.015873015873015872
Super,drama,death,pre,0.01904761904761905
Super,drama,military,pre,0.04126984126984127
Super,drama,school,pre,0.01904761904761905
Super,drama,heroic,pre,0.01904761904761905
Super,drama,strength,pre,0.006349206349206349
Super,drama,power,pre,0.0031746031746031746
Super,drama,war,pre,0.06031746031746032
Super,drama,reading,pre,0.01904761904761905
Super,drama,trust,pre,0.022222222222222223
Super,drama,children,pre,0.006349206349206349
Super,drama,fight,pre,0.050793650793650794
Independent,comedy,friends,during,0.025874943185507433
Independent,comedy,youth,during,0.012012206999545484
Independent,comedy,party,during,0.018797480683072527
Independent,comedy,family,during,0.021816765145120445
Independent,comedy,celebration,during,0.014317252126485294
Independent,comedy,home,during,0.016752158950717487
Independent,comedy,positive_emotion,during,0.015648334523732224
Independent,comedy,business,during,0.013667943640023375
Independent,comedy,death,during,0.015810661645347706
Independent,comedy,negative_emotion,during,0.016914486072332965
Independent,comedy,children,during,0.025258100123368613
Independent,comedy,wedding,during,0.017628725407441075
Independent,comedy,vacation,during,0.011362898513083567
Independent,comedy,friends,post,0.025950496153417327
Independent,comedy,youth,post,0.01201360240829524
Independent,comedy,party,post,0.02062660274278069
Independent,comedy,family,post,0.02118407849258557
Independent,comedy,celebration,post,0.015525699632066006
Independent,comedy,home,post,0.016975136581558702
Independent,comedy,positive_emotion,post,0.015079719032222098
Independent,comedy,business,post,0.012710447095551344
Independent,comedy,death,post,0.01828520459360018
Independent,comedy,negative_emotion,post,0.016807893856617236
Independent,comedy,children,post,0.024947039803768535
Independent,comedy,wedding,post,0.015274835544653807
Independent,comedy,vacation,post,0.01521908796967332
Independent,comedy,friends,pre,0.02027729636048527
Independent,comedy,youth,pre,0.015251299826689775
Independent,comedy,party,pre,0.01993067590987868
Independent,comedy,family,pre,0.02582322357019064
Independent,comedy,celebration,pre,0.01490467937608319
Independent,comedy,home,pre,0.02079722703639515
Independent,comedy,positive_emotion,pre,0.014038128249566724
Independent,comedy,business,pre,0.014731369150779897
Independent,comedy,death,pre,0.015424610051993068
Independent,comedy,negative_emotion,pre,0.014038128249566724
Independent,comedy,children,pre,0.032062391681109186
Independent,comedy,wedding,pre,0.01993067590987868
Independent,comedy,vacation,pre,0.013344887348353552
Small,comedy,friends,during,0.026401703335699078
Small,comedy,party,during,0.01990773598296664
Small,comedy,family,during,0.027572746628814763
Small,comedy,celebration,during,0.015294535131298793
Small,comedy,work,during,0.013023420865862313
Small,comedy,home,during,0.017246273953158267
Small,comedy,positive_emotion,during,0.017778566359119945
Small,comedy,business,during,0.015578424414478353
Small,comedy,death,during,0.016465578424414477
Small,comedy,negative_emotion,during,0.013449254790631653
Small,comedy,children,during,0.03250532292405962
Small,comedy,wedding,during,0.01909155429382541
Small,comedy,vacation,during,0.012100780695528744
Small,comedy,friends,post,0.02725760583784944
Small,comedy,party,post,0.021677308579707035
Small,comedy,family,post,0.03203305252991361
Small,comedy,celebration,post,0.0187798465418254
Small,comedy,work,post,0.011536191447121319
Small,comedy,home,post,0.020013950743145357
Small,comedy,positive_emotion,post,0.019423726994687987
Small,comedy,business,post,0.013467832805709073
Small,comedy,death,post,0.018726189837420186
Small,comedy,negative_emotion,post,0.014058056554166443
Small,comedy,children,post,0.03364275366207008
Small,comedy,wedding,post,0.02242850244138005
Small,comedy,vacation,post,0.01776036915812631
Small,comedy,friends,pre,0.02214983713355049
Small,comedy,party,pre,0.016720955483170468
Small,comedy,family,pre,0.027035830618892507
Small,comedy,celebration,pre,0.011183496199782844
Small,comedy,work,pre,0.017046688382193267
Small,comedy,home,pre,0.015960912052117263
Small,comedy,positive_emotion,pre,0.012377850162866449
Small,comedy,business,pre,0.018132464712269272
Small,comedy,death,pre,0.016720955483170468
Small,comedy,negative_emotion,pre,0.016395222584147665
Small,comedy,children,pre,0.030836047774158524
Small,comedy,wedding,pre,0.015960912052117263
Small,comedy,vacation,pre,0.011183496199782844
Big,comedy,friends,during,0.025382012101322942
Big,comedy,party,during,0.016408573479643113
Big,comedy,family,during,0.02733053020203056
Big,comedy,vacation,during,0.011691108604245718
Big,comedy,celebration,during,0.013947287457696647
Big,comedy,home,during,0.015844528766280383
Big,comedy,positive_emotion,during,0.014870269715926572
Big,comedy,occupation,during,0.013280689160086146
Big,comedy,business,during,0.015639421597784843
Big,comedy,crime,during,0.01051174238539637
Big,comedy,death,during,0.0141011178340683
Big,comedy,trust,during,0.014357501794687724
Big,comedy,negative_emotion,during,0.013331965952210029
Big,comedy,children,during,0.0305609681058353
Big,comedy,wedding,during,0.019895395344067274
Big,comedy,heroic,during,0.009793867295661984
Big,comedy,friends,post,0.026158089983829545
Big,comedy,party,post,0.02083135165984971
Big,comedy,family,post,0.028060496528108058
Big,comedy,vacation,post,0.015694853990297727
Big,comedy,celebration,post,0.018072862170645868
Big,comedy,home,post,0.016360696280795207
Big,comedy,positive_emotion,post,0.016360696280795207
Big,comedy,occupation,post,0.011890040901740702
Big,comedy,business,post,0.014933891372586322
Big,comedy,crime,post,0.012080281556168554
Big,comedy,death,post,0.012936364501093884
Big,comedy,trust,post,0.015124132027014172
Big,comedy,negative_emotion,post,0.012936364501093884
Big,comedy,children,post,0.029772662417958718
Big,comedy,wedding,post,0.019119185769999048
Big,comedy,heroic,post,0.0155997336630838
Big,comedy,friends,pre,0.017255963457959735
Big,comedy,party,pre,0.012772796481136864
Big,comedy,family,pre,0.027914058534934866
Big,comedy,vacation,pre,0.0096430384029775
Big,comedy,celebration,pre,0.009812214515310438
Big,comedy,home,pre,0.015310438166130941
Big,comedy,positive_emotion,pre,0.011673151750972763
Big,comedy,occupation,pre,0.015902554559296227
Big,comedy,business,pre,0.02131619015395026
Big,comedy,crime,pre,0.01793266790729149
Big,comedy,death,pre,0.014802909829132127
Big,comedy,trust,pre,0.01082727118930807
Big,comedy,negative_emotion,pre,0.015310438166130941
Big,comedy,children,pre,0.027152766029436642
Big,comedy,wedding,pre,0.01700219928946033
Big,comedy,heroic,pre,0.009220098122145153
Super,comedy,kill,during,0.006560686348725713
Super,comedy,home,during,0.013121372697451426
Super,comedy,money,during,0.0047943477163764825
Super,comedy,white_collar_job,during,0.007317688619732526
Super,comedy,wealthy,during,0.0063083522583901085
Super,comedy,stealing,during,0.006560686348725713
Super,comedy,vacation,during,0.014887711329800657
Super,comedy,heroic,during,0.01791572041382791
Super,comedy,celebration,during,0.015392379510471866
Super,comedy,occupation,during,0.009588695432752965
Super,comedy,business,during,0.01514004542013626
Super,comedy,children,during,0.025233409033560434
Super,comedy,wedding,during,0.01791572041382791
Super,comedy,fight,during,0.013626040878122634
Super,comedy,crime,during,0.00757002271006813
Super,comedy,negative_emotion,during,0.012869038607115822
Super,comedy,friends,during,0.013626040878122634
Super,comedy,party,during,0.0174110522331567
Super,comedy,family,during,0.02371940449154681
Super,comedy,leader,during,0.011355034065102196
Super,comedy,death,during,0.013626040878122634
Super,comedy,trust,during,0.013121372697451426
Super,comedy,kill,post,0.013450937155457553
Super,comedy,home,post,0.017420066152149943
Super,comedy,money,post,0.0030871003307607497
Super,comedy,white_collar_job,post,0.005953693495038589
Super,comedy,wealthy,post,0.005512679162072767
Super,comedy,stealing,post,0.005071664829106946
Super,comedy,vacation,post,0.013891951488423374
Super,comedy,heroic,post,0.021609702315325247
Super,comedy,celebration,post,0.016097023153252482
Super,comedy,occupation,post,0.007938257993384785
Super,comedy,business,post,0.013009922822491731
Super,comedy,children,post,0.026901874310915105
Super,comedy,wedding,post,0.013671444321940463
Super,comedy,fight,post,0.014112458654906285
Super,comedy,crime,post,0.011466372657111356
Super,comedy,negative_emotion,post,0.015214994487320837
Super,comedy,friends,post,0.01565600882028666
Super,comedy,party,post,0.017861080485115765
Super,comedy,family,post,0.025358324145534728
Super,comedy,leader,post,0.01565600882028666
Super,comedy,death,post,0.011025358324145534
Super,comedy,trust,post,0.017420066152149943
Super,comedy,kill,pre,0.034482758620689655
Super,comedy,home,pre,0.008620689655172414
Super,comedy,money,pre,0.021551724137931036
Super,comedy,white_collar_job,pre,0.02586206896551724
Super,comedy,wealthy,pre,0.021551724137931036
Super,comedy,stealing,pre,0.021551724137931036
Super,comedy,vacation,pre,0.021551724137931036
Super,comedy,heroic,pre,0.008620689655172414
Super,comedy,celebration,pre,0.004310344827586207
Super,comedy,occupation,pre,0.021551724137931036
Super,comedy,business,pre,0.02586206896551724
Super,comedy,children,pre,0.01293103448275862
Super,comedy,wedding,pre,0.008620689655172414
Super,comedy,fight,pre,0.017241379310344827
Super,comedy,crime,pre,0.04310344827586207
Super,comedy,negative_emotion,pre,0.021551724137931036
Super,comedy,friends,pre,0.004310344827586207
Super,comedy,party,pre,0.0
Super,comedy,family,pre,0.01293103448275862
Super,comedy,leader,pre,0.017241379310344827
Super,comedy,death,pre,0.03017241379310345
Super,comedy,trust,pre,0.004310344827586207
Independent,action,kill,during,0.022518538676100416
Independent,action,friends,during,0.015307163752636233
Independent,action,competing,during,0.011225253418599904
Independent,action,sports,during,0.00918429825158174
Independent,action,family,during,0.018436628342064085
Independent,action,war,during,0.020137424314579225
Independent,action,aggression,during,0.014490781685828968
Independent,action,leader,during,0.01401455881352473
Independent,action,crime,during,0.02639635349343493
Independent,action,death,during,0.022790666031702836
Independent,action,negative_emotion,during,0.0223144431593986
Independent,action,play,during,0.0062589291788557044
Independent,action,children,during,0.023539016259609497
Independent,action,stealing,during,0.012858017552214437
Independent,action,fight,during,0.019933328797877407
Independent,action,kill,post,0.018095238095238095
Independent,action,friends,post,0.012100840336134453
Independent,action,competing,post,0.0323249299719888
Independent,action,sports,post,0.02257703081232493
Independent,action,family,post,0.012941176470588235
Independent,action,war,post,0.01927170868347339
Independent,action,aggression,post,0.011484593837535015
Independent,action,leader,post,0.012044817927170869
Independent,action,crime,post,0.01899159663865546
Independent,action,death,post,0.017086834733893556
Independent,action,negative_emotion,post,0.018599439775910363
Independent,action,play,post,0.013333333333333334
Independent,action,children,post,0.01607843137254902
Independent,action,stealing,post,0.010420168067226891
Independent,action,fight,post,0.023753501400560224
Independent,action,kill,pre,0.026924535456958665
Independent,action,friends,pre,0.012514220705346985
Independent,action,competing,pre,0.006067500948047023
Independent,action,sports,pre,0.0037921880925293893
Independent,action,family,pre,0.022753128555176336
Independent,action,war,pre,0.027303754266211604
Independent,action,aggression,pre,0.015168752370117557
Independent,action,leader,pre,0.017064846416382253
Independent,action,crime,pre,0.03678422449753508
Independent,action,death,pre,0.02540766021994691
Independent,action,negative_emotion,pre,0.023511566173682216
Independent,action,play,pre,0.006067500948047023
Independent,action,children,pre,0.023511566173682216
Independent,action,stealing,pre,0.019719378081152827
Independent,action,fight,pre,0.02464922260144103
Small,action,kill,during,0.023390262013365862
Small,action,negative_emotion,during,0.01914713058236979
Small,action,family,during,0.018457621724832927
Small,action,leader,during,0.020048796011456455
Small,action,crime,during,0.029807998302747427
Small,action,death,during,0.020048796011456455
Small,action,military,during,0.018828895725045085
Small,action,war,during,0.02657261058661292
Small,action,children,during,0.022859870584491356
Small,action,stealing,during,0.017237721438421554
Small,action,fight,during,0.023072027156041158
Small,action,kill,post,0.022502172024326673
Small,action,negative_emotion,post,0.018245004344048653
Small,action,family,post,0.022675933970460468
Small,action,leader,post,0.019287576020851432
Small,action,crime,post,0.028149435273675066
Small,action,death,post,0.021633362293657688
Small,action,military,post,0.01946133796698523
Small,action,war,post,0.028757602085143354
Small,action,children,post,0.0262380538662033
Small,action,stealing,post,0.01364031277150304
Small,action,fight,post,0.025629887054735012
Small,action,kill,pre,0.025378981434167943
Small,action,negative_emotion,pre,0.02060977686935786
Small,action,family,pre,0.017373530914665303
Small,action,leader,pre,0.020950434338272865
Small,action,crime,pre,0.03542837676716062
Small,action,death,pre,0.02350536535513541
Small,action,military,pre,0.020780105603815362
Small,action,war,pre,0.02691194004428547
Small,action,children,pre,0.019247146993697836
Small,action,stealing,pre,0.020439448134900357
Small,action,fight,pre,0.022994379151762903
Big,action,kill,during,0.023959827833572454
Big,action,negative_emotion,during,0.017431850789096127
Big,action,family,during,0.017001434720229556
Big,action,leader,during,0.027474892395982782
Big,action,crime,during,0.034289813486370155
Big,action,military,during,0.02345767575322812
Big,action,death,during,0.020229555236728838
Big,action,heroic,during,0.014777618364418939
Big,action,war,during,0.02783357245337159
Big,action,children,during,0.020444763271162122
Big,action,stealing,during,0.016571018651362984
Big,action,fight,during,0.0242467718794835
Big,action,kill,post,0.024988794262662484
Big,action,negative_emotion,post,0.017817122366651724
Big,action,family,post,0.018713581353653072
Big,action,leader,post,0.022747646795159122
Big,action,crime,post,0.030255490811295385
Big,action,military,post,0.026557597489914837
Big,action,death,post,0.01938592559390408
Big,action,heroic,post,0.018265351860152396
Big,action,war,post,0.03003137606454505
Big,action,children,post,0.023532048408785297
Big,action,stealing,post,0.01523980277902286
Big,action,fight,post,0.02734199910354101
Big,action,kill,pre,0.023384545865341166
Big,action,negative_emotion,pre,0.01852688657930411
Big,action,family,pre,0.015024853140533213
Big,action,leader,pre,0.023271577044735654
Big,action,crime,pre,0.03434252146407592
Big,action,military,pre,0.022141888838680523
Big,action,death,pre,0.01807501129688206
Big,action,heroic,pre,0.015589697243560777
Big,action,war,pre,0.02824220515137822
Big,action,children,pre,0.016606416629010395
Big,action,stealing,pre,0.01807501129688206
Big,action,fight,pre,0.023723452327157703
Super,action,kill,during,0.02247562386382416
Super,action,monster,during,0.017848289538919187
Super,action,occupation,during,0.009419930589985127
Super,action,leader,during,0.022971409684349693
Super,action,aggression,during,0.015204098496116345
Super,action,crime,during,0.021649314162948272
Super,action,military,during,0.02330193356470005
Super,action,death,during,0.017187241778218475
Super,action,heroic,during,0.01685671789786812
Super,action,strength,during,0.014543050735415633
Super,action,power,during,0.017187241778218475
Super,action,war,during,0.03288712609486035
Super,action,stealing,during,0.011568335812262435
Super,action,fight,during,0.03189555445380929
Super,action,kill,post,0.027130852340936373
Super,action,monster,post,0.019807923169267706
Super,action,occupation,post,0.006602641056422569
Super,action,leader,post,0.0226890756302521
Super,action,aggression,post,0.019567827130852342
Super,action,crime,post,0.01680672268907563
Super,action,military,post,0.026410564225690276
Super,action,death,post,0.0148859543817527
Super,action,heroic,post,0.024729891956782712
Super,action,strength,post,0.01908763505402161
Super,action,power,post,0.01920768307322929
Super,action,war,post,0.03721488595438175
Super,action,stealing,post,0.007322929171668668
Super,action,fight,post,0.036734693877551024
Super,action,kill,pre,0.013595166163141994
Super,action,monster,pre,0.012084592145015106
Super,action,occupation,pre,0.021148036253776436
Super,action,leader,pre,0.030211480362537766
Super,action,aggression,pre,0.010574018126888218
Super,action,crime,pre,0.030211480362537766
Super,action,military,pre,0.01812688821752266
Super,action,death,pre,0.019637462235649546
Super,action,heroic,pre,0.022658610271903322
Super,action,strength,pre,0.022658610271903322
Super,action,power,pre,0.022658610271903322
Super,action,war,pre,0.028700906344410877
Super,action,stealing,pre,0.019637462235649546
Super,action,fight,pre,0.027190332326283987
Independent,adventure,friends,during,0.019448094612352168
Independent,adventure,kill,during,0.016819973718791063
Independent,adventure,youth,during,0.015243101182654402
Independent,adventure,family,during,0.01419185282522996
Independent,adventure,war,during,0.022601839684625494
Independent,adventure,vacation,during,0.015505913272010513
Independent,adventure,traveling,during,0.012614980289093298
Independent,adventure,leader,during,0.011300919842312747
Independent,adventure,death,during,0.01445466491458607
Independent,adventure,heroic,during,0.013140604467805518
Independent,adventure,negative_emotion,during,0.022601839684625494
Independent,adventure,children,during,0.024178712220762157
Independent,adventure,fight,during,0.01971090670170828
Independent,adventure,friends,post,0.019180201082753288
Independent,adventure,kill,post,0.015158546017014694
Independent,adventure,youth,post,0.012219644238205723
Independent,adventure,family,post,0.01577726218097448
Independent,adventure,war,post,0.017788089713843776
Independent,adventure,vacation,post,0.018097447795823667
Independent,adventure,traveling,post,0.017014694508894045
Independent,adventure,leader,post,0.013302397525135344
Independent,adventure,death,post,0.017014694508894045
Independent,adventure,heroic,post,0.017324052590873936
Independent,adventure,negative_emotion,post,0.01979891724671307
Independent,adventure,children,post,0.021191028615622585
Independent,adventure,fight,post,0.018870843000773393
Independent,adventure,friends,pre,0.015625
Independent,adventure,kill,pre,0.017708333333333333
Independent,adventure,youth,pre,0.016666666666666666
Independent,adventure,family,pre,0.021875
Independent,adventure,war,pre,0.030208333333333334
Independent,adventure,vacation,pre,0.01875
Independent,adventure,traveling,pre,0.015625
Independent,adventure,leader,pre,0.020833333333333332
Independent,adventure,death,pre,0.01875
Independent,adventure,heroic,pre,0.023958333333333335
Independent,adventure,negative_emotion,pre,0.019791666666666666
Independent,adventure,children,pre,0.041666666666666664
Independent,adventure,fight,pre,0.027083333333333334
Small,adventure,kill,during,0.01691794222580274
Small,adventure,friends,during,0.01691794222580274
Small,adventure,negative_emotion,during,0.014155829209345149
Small,adventure,family,during,0.017148118310507537
Small,adventure,vacation,during,0.011393716192887558
Small,adventure,monster,during,0.01622741397168834
Small,adventure,home,during,0.011738980319944758
Small,adventure,military,during,0.01680285418345034
Small,adventure,death,during,0.015882149844631144
Small,adventure,fight,during,0.02152146391989872
Small,adventure,trust,during,0.011623892277592357
Small,adventure,war,during,0.022672344343422718
Small,adventure,children,during,0.02520428127517551
Small,adventure,heroic,during,0.017838646564621936
Small,adventure,kill,post,0.01591384021861437
Small,adventure,friends,post,0.020093232599260567
Small,adventure,negative_emotion,post,0.016396077800996625
Small,adventure,family,post,0.024594116701494938
Small,adventure,vacation,post,0.017360552965761132
Small,adventure,monster,post,0.013341906445909019
Small,adventure,home,post,0.014306381610673526
Small,adventure,military,post,0.011573701977174087
Small,adventure,death,post,0.0176820446873493
Small,adventure,fight,post,0.020896961903230992
Small,adventure,trust,post,0.0176820446873493
Small,adventure,war,post,0.02041472432084874
Small,adventure,children,post,0.030541713550876065
Small,adventure,heroic,post,0.02121845362481916
Small,adventure,kill,pre,0.01567055393586006
Small,adventure,friends,pre,0.017857142857142856
Small,adventure,negative_emotion,pre,0.01639941690962099
Small,adventure,family,pre,0.03279883381924198
Small,adventure,vacation,pre,0.01239067055393586
Small,adventure,monster,pre,0.014212827988338192
Small,adventure,home,pre,0.01639941690962099
Small,adventure,military,pre,0.010932944606413994
Small,adventure,death,pre,0.021501457725947522
Small,adventure,fight,pre,0.018221574344023325
Small,adventure,trust,pre,0.010932944606413994
Small,adventure,war,pre,0.021865889212827987
Small,adventure,children,pre,0.03826530612244898
Small,adventure,heroic,pre,0.021137026239067054
Big,adventure,friends,during,0.015977011494252874
Big,adventure,kill,during,0.015747126436781608
Big,adventure,family,during,0.01908045977011494
Big,adventure,monster,during,0.012528735632183909
Big,adventure,leader,during,0.022873563218390805
Big,adventure,crime,during,0.01367816091954023
Big,adventure,military,during,0.019310344827586208
Big,adventure,fight,during,0.02
Big,adventure,trust,during,0.013908045977011495
Big,adventure,war,during,0.021379310344827585
Big,adventure,royalty,during,0.014137931034482758
Big,adventure,legend,during,0.00954022988505747
Big,adventure,children,during,0.027471264367816092
Big,adventure,power,during,0.012758620689655173
Big,adventure,heroic,during,0.020344827586206895
Big,adventure,friends,post,0.021654749744637384
Big,adventure,kill,post,0.015730337078651686
Big,adventure,family,post,0.021450459652706845
Big,adventure,monster,post,0.015934627170582225
Big,adventure,leader,post,0.012461695607763024
Big,adventure,crime,post,0.008784473953013279
Big,adventure,military,post,0.015526046986721144
Big,adventure,fight,post,0.01961184882533197
Big,adventure,trust,post,0.0177732379979571
Big,adventure,war,post,0.018794688457609805
Big,adventure,royalty,post,0.013278855975485188
Big,adventure,legend,post,0.015934627170582225
Big,adventure,children,post,0.02839632277834525
Big,adventure,power,post,0.012461695607763024
Big,adventure,heroic,post,0.028600612870275793
Big,adventure,friends,pre,0.010259333143345683
Big,adventure,kill,pre,0.020091194072385295
Big,adventure,family,pre,0.01738387004844685
Big,adventure,monster,pre,0.013679110857794243
Big,adventure,leader,pre,0.01909375890567113
Big,adventure,crime,pre,0.0176688515246509
Big,adventure,military,pre,0.01781134226275292
Big,adventure,fight,pre,0.025648332858364205
Big,adventure,trust,pre,0.008549444286121402
Big,adventure,war,pre,0.027785693929894557
Big,adventure,royalty,pre,0.011684240524365916
Big,adventure,legend,pre,0.012824166429182103
Big,adventure,children,pre,0.02493587916785409
Big,adventure,power,pre,0.01638643488173269
Big,adventure,heroic,pre,0.01610145340552864
Super,adventure,ship,during,0.008864967547886656
Super,adventure,kill,during,0.017413329111920214
Super,adventure,sailing,during,0.008390058572107013
Super,adventure,family,during,0.01899635903118569
Super,adventure,magic,during,0.013297451321829983
Super,adventure,monster,during,0.01772993509577331
Super,adventure,leader,during,0.019312965015038784
Super,adventure,aggression,during,0.013139148329903436
Super,adventure,crime,during,0.01108120943485832
Super,adventure,military,during,0.019787873990818425
Super,adventure,business,during,0.007756846604400823
Super,adventure,strength,during,0.01472217824916891
Super,adventure,fight,during,0.027069811619439606
Super,adventure,power,during,0.01646351116036093
Super,adventure,war,during,0.02453696374861485
Super,adventure,children,during,0.021054297926230807
Super,adventure,heroic,during,0.019946176982744975
Super,adventure,ship,post,0.005429864253393665
Super,adventure,kill,post,0.019521654815772463
Super,adventure,sailing,post,0.006076276664511959
Super,adventure,family,post,0.01771170006464124
Super,adventure,magic,post,0.017323852617970266
Super,adventure,monster,post,0.017194570135746608
Super,adventure,leader,post,0.015643180349062702
Super,adventure,aggression,post,0.017194570135746608
Super,adventure,crime,post,0.009696186166774402
Super,adventure,military,post,0.016289592760180997
Super,adventure,business,post,0.006076276664511959
